97
(0, 'arrival', 0)
(70.9314576485881, 'arrival', 1)
(85.9135732592788, 'arrival', 2)
(107.31233401802761, 'departure', 1)
(111.86773256937465, 'arrival', 3)
(124.0404740710149, 'departure', 0)
(129.93866473626716, 'arrival', 4)
(133.6438899104222, 'departure', 2)
(173.09889603982066, 'departure', 4)
(173.71794668020175, 'arrival', 5)
(208.84620177616836, 'arrival', 6)
(213.9707224090202, 'departure', 3)
(230.91686124138536, 'departure', 6)
(279.3354484509073, 'arrival', 7)
(293.75331956419353, 'arrival', 8)
(332.86424456837915, 'departure', 5)
(343.5555215908095, 'departure', 7)
(454.0953327317387, 'departure', 8)
(496.8534113175025, 'arrival', 9)
(607.6450918703254, 'departure', 9)
(613.0775416934408, 'arrival', 10)
(637.8293798829555, 'departure', 10)
(678.5130596670331, 'arrival', 11)
(736.1111705829882, 'arrival', 12)
(741.4181675532669, 'arrival', 13)
(778.7064589983224, 'departure', 12)
(779.382490425381, 'departure', 13)
(788.6124385966357, 'arrival', 14)
(831.2487218884955, 'departure', 11)
(951.4107197373289, 'departure', 14)
(958.5819410463845, 'arrival', 15)
(1001.7947749336756, 'departure', 15)
(1058.8208861021478, 'arrival', 16)
(1078.9389260019605, 'departure', 16)
(1140.565807763761, 'arrival', 17)
(1141.2728686402331, 'arrival', 18)
(1166.7162076698853, 'arrival', 19)
(1193.6072364020729, 'departure', 17)
(1221.870300972873, 'arrival', 20)
(1221.9465324948976, 'departure', 20)
(1226.0669713198777, 'departure', 18)
(1255.8895360476433, 'arrival', 21)
(1269.8693371494123, 'arrival', 22)
(1282.8551311579113, 'departure', 19)
(1296.0923633878335, 'departure', 22)
(1372.0619509811208, 'arrival', 23)
(1386.1979040986132, 'departure', 23)
(1390.686109290001, 'departure', 21)
(1413.9718403173003, 'arrival', 24)
(1432.1463306786109, 'departure', 24)
(1585.3595616998364, 'arrival', 25)
(1615.0671672005064, 'arrival', 26)
(1620.658254651952, 'departure', 26)
(1634.3543064517723, 'arrival', 27)
(1681.6313680840055, 'departure', 27)
(1693.7237601691922, 'departure', 25)
(1769.3835811957424, 'arrival', 28)
(1777.0819662691079, 'departure', 28)
(1809.449969761628, 'arrival', 29)
(1849.091816845014, 'arrival', 30)
(1887.9490926714154, 'arrival', 31)
(1891.1890960644841, 'departure', 29)
(1934.1634268900132, 'arrival', 32)
(1961.393268734337, 'departure', 30)
(1963.6017965377446, 'arrival', 33)
(1987.9004108295842, 'arrival', 34)
(1993.216953918307, 'departure', 32)
(2005.048136057589, 'arrival', 35)
(2015.3827131170258, 'arrival', 36)
(2019.0461272096438, 'departure', 35)
(2024.0718436478676, 'departure', 33)
(2045.0470163292384, 'departure', 34)
(2068.8343275937077, 'arrival', 37)
(2073.5402120147096, 'arrival', 38)
(2078.6323570577115, 'departure', 36)
(2109.2665282290873, 'departure', 31)
(2111.986157725049, 'departure', 37)
(2168.0190256578694, 'departure', 38)
(2178.2255000261594, 'arrival', 39)
(2270.6293650817247, 'arrival', 40)
(2349.4861933156126, 'departure', 39)
(2398.8804189665084, 'arrival', 41)
(2422.928110141986, 'departure', 40)
(2423.7015816989783, 'arrival', 42)
(2439.8245145461146, 'arrival', 43)
(2450.7360073236855, 'departure', 41)
(2505.1509858230606, 'departure', 42)
(2534.5094617743903, 'arrival', 44)
(2551.113868483851, 'departure', 43)
(2579.0651277044876, 'arrival', 45)
(2622.4038610216608, 'arrival', 46)
(2662.327951386079, 'departure', 46)
(2676.3804422093917, 'arrival', 47)
(2684.7872028447473, 'departure', 44)
(2778.4678450760803, 'departure', 45)
(2800.7907774270257, 'arrival', 48)
(2805.08899123458, 'arrival', 49)
