n_evt=76
(0, 'arrival', 0)
(70.9314576485881, 'arrival', 1)
(85.9135732592788, 'arrival', 2)
(111.86773256937465, 'arrival', 3)
(129.93866473626716, 'arrival', 4)
(173.71794668020175, 'arrival', 5)
(208.84620177616836, 'arrival', 6)
(279.3354484509073, 'arrival', 7)
(293.75331956419353, 'arrival', 8)
(496.8534113175025, 'arrival', 9)
(539.9060937544236, 'departure', 6)
(613.0775416934408, 'arrival', 10)
(616.6446031901809, 'departure', 1)
(678.5130596670331, 'arrival', 11)
(736.1111705829882, 'arrival', 12)
(741.4181675532669, 'arrival', 13)
(777.3421342895697, 'departure', 4)
(788.6124385966357, 'arrival', 14)
(801.8683230264295, 'departure', 2)
(958.5819410463845, 'arrival', 15)
(984.3551145361615, 'departure', 10)
(1058.8208861021478, 'arrival', 16)
(1140.565807763761, 'arrival', 17)
(1141.2728686402331, 'arrival', 18)
(1166.7162076698853, 'arrival', 19)
(1221.870300972873, 'arrival', 20)
(1223.013773803242, 'departure', 20)
(1242.6365455494406, 'departure', 7)
(1255.8895360476433, 'arrival', 21)
(1269.8693371494123, 'arrival', 22)
(1310.8830106349778, 'departure', 13)
(1360.5914845993384, 'departure', 16)
(1372.0619509811208, 'arrival', 23)
(1375.0404968130015, 'departure', 12)
(1413.9718403173003, 'arrival', 24)
(1584.101247743506, 'departure', 23)
(1585.3595616998364, 'arrival', 25)
(1606.7744493557511, 'departure', 15)
(1615.0671672005064, 'arrival', 26)
(1634.3543064517723, 'arrival', 27)
(1643.4125801640575, 'departure', 3)
(1663.214730725731, 'departure', 22)
(1686.5891957369574, 'departure', 24)
(1698.9334789721893, 'departure', 26)
(1769.3835811957424, 'arrival', 28)
(1809.449969761628, 'arrival', 29)
(1849.091816845014, 'arrival', 30)
(1860.6071110652233, 'departure', 0)
(1884.8593572962236, 'departure', 28)
(1887.9490926714154, 'arrival', 31)
(1934.1634268900132, 'arrival', 32)
(1936.1872373384385, 'departure', 17)
(1963.6017965377446, 'arrival', 33)
(1987.9004108295842, 'arrival', 34)
(2005.048136057589, 'arrival', 35)
(2015.3827131170258, 'arrival', 36)
(2068.8343275937077, 'arrival', 37)
(2073.5402120147096, 'arrival', 38)
(2158.7286196098453, 'departure', 9)
(2178.2255000261594, 'arrival', 39)
(2215.018003338409, 'departure', 35)
(2270.6293650817247, 'arrival', 40)
(2343.510230935272, 'departure', 27)
(2398.8804189665084, 'arrival', 41)
(2413.1844088348994, 'departure', 18)
(2423.7015816989783, 'arrival', 42)
(2439.8245145461146, 'arrival', 43)
(2534.5094617743903, 'arrival', 44)
(2560.9124150028624, 'departure', 5)
(2579.0651277044876, 'arrival', 45)
(2622.4038610216608, 'arrival', 46)
(2676.3804422093917, 'arrival', 47)
(2698.8835170773705, 'departure', 8)
(2716.111779563829, 'departure', 37)
(2800.7907774270257, 'arrival', 48)
(2805.08899123458, 'arrival', 49)
